Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	Only identified by site	Reverse	Potential contaminant
322	F8WIP8;P10923;D3Z4N2;D3Z513	F8WIP8;P10923;D3Z4N2	Osteopontin	Spp1	tr|F8WIP8|F8WIP8_MOUSE Osteopontin OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1;sp|P10923|OSTP_MOUSE Osteopontin OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1;tr|D3Z4N2|D3Z4N2_MOUSE Osteopontin (Fragment) OS=Mus musculus OX=10090 GN=Spp1 PE=1 SV=1	4	4	4	59218000	0	0	89304000	0	0	85648000	0	0	0	0	0	170700000	0	0	65768000	90043000	0	0	0	0	0	0	0			
323	G3UWS7;Q8K2I2	G3UWS7;Q8K2I2	Coiled-coil alpha-helical rod protein 1	Cchcr1	tr|G3UWS7|G3UWS7_MOUSE Coiled-coil alpha-helical rod protein 1 OS=Mus musculus OX=10090 GN=Cchcr1 PE=1 SV=2;sp|Q8K2I2|CCHCR_MOUSE Coiled-coil alpha-helical rod protein 1 OS=Mus musculus OX=10090 GN=Cchcr1 PE=2 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193080000	0	0	0	0			
324	G3UX75;Q5SPA9	G3UX75;Q5SPA9	Protein-tyrosine-phosphatase	Ptprd	tr|G3UX75|G3UX75_MOUSE Receptor-type tyrosine-protein phosphatase delta (Fragment) OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=8;tr|Q5SPA9|Q5SPA9_MOUSE Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8661300	0	0	0	0			
325	G3UXX6	G3UXX6		Ccdc9	tr|G3UXX6|G3UXX6_MOUSE Coiled-coil domain-containing protein 9 (Fragment) OS=Mus musculus OX=10090 GN=Ccdc9 PE=4 SV=1	1	1	1	0	0	0	0	0	205430000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141660000	0	0			
326	G3UYR8;Q9DBF1;G3UY72;E9Q1H3;E9Q1G1	G3UYR8;Q9DBF1;G3UY72	Alpha-aminoadipic semialdehyde dehydrogenase	Aldh7a1	tr|G3UYR8|G3UYR8_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=1;sp|Q9DBF1|AL7A1_MOUSE Alpha-aminoadipic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh7a1 PE=1 SV=4;tr|G3UY72|G3UY72_MOUSE Alpha-	8	8	8	0	60399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
327	G3UYU0	G3UYU0		Mex3a	tr|G3UYU0|G3UYU0_MOUSE Mex3 RNA-binding family member A OS=Mus musculus OX=10090 GN=Mex3a PE=1 SV=1	1	1	1	0	0	0	8144100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
328	G3UYV7;P62858	G3UYV7;P62858	40S ribosomal protein S28	Rps28	tr|G3UYV7|G3UYV7_MOUSE 40S ribosomal protein S28 (Fragment) OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1;sp|P62858|RS28_MOUSE 40S ribosomal protein S28 OS=Mus musculus OX=10090 GN=Rps28 PE=1 SV=1	1	1	1	0	0	0	8695000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
329	G3X8R0	G3X8R0	Receptor expression-enhancing protein	Reep5	tr|G3X8R0|G3X8R0_MOUSE Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep5 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	22311000000	0	0	0	0	0	0	0	0	0	0	0	0			
330	G3X8T3;P16675	G3X8T3;P16675	Carboxypeptidase;Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain	Ctsa	tr|G3X8T3|G3X8T3_MOUSE Carboxypeptidase OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1;sp|P16675|PPGB_MOUSE Lysosomal protective protein OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1	4	4	4	0	0	0	21685000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
331	G3X940;Q8BZ21	G3X940;Q8BZ21	Histone acetyltransferase;Histone acetyltransferase KAT6A	Kat6a	tr|G3X940|G3X940_MOUSE Histone acetyltransferase OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=1;sp|Q8BZ21|KAT6A_MOUSE Histone acetyltransferase KAT6A OS=Mus musculus OX=10090 GN=Kat6a PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	185580000	0	0	0	0	0	0	0	0	0	0	0	0			
332	G3X960;Q9DBZ9	G3X960;Q9DBZ9	Rho GTPase-activating protein SYDE1	Syde1	tr|G3X960|G3X960_MOUSE MCG5982 OS=Mus musculus OX=10090 GN=Syde1 PE=1 SV=1;sp|Q9DBZ9|SYDE1_MOUSE Rho GTPase-activating protein SYDE1 OS=Mus musculus OX=10090 GN=Syde1 PE=1 SV=1	1	1	1	0	0	0	0	35595000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
333	Q61703;G3X977;Q3UEG7	Q61703;G3X977;Q3UEG7	Inter-alpha-trypsin inhibitor heavy chain H2	Itih2	sp|Q61703|ITIH2_MOUSE Inter-alpha-trypsin inhibitor heavy chain H2 OS=Mus musculus OX=10090 GN=Itih2 PE=1 SV=1;tr|G3X977|G3X977_MOUSE Inter-alpha trypsin inhibitor, heavy chain 2 OS=Mus musculus OX=10090 GN=Itih2 PE=1 SV=1;tr|Q3UEG7|Q3UEG7_MOUSE Inter-alph	9	9	5	40559000	46611000	0	59433000	0	0	0	0	0	0	0	0	43767000	0	66739000	73291000	0	0	0	0	0	0	0	0			
334	G3X982;A0A087WQC8	G3X982	Aldehyde oxidase 3	Aox3	sp|G3X982|AOXC_MOUSE Aldehyde oxidase 3 OS=Mus musculus OX=10090 GN=Aox3 PE=1 SV=1	8	8	8	0	44625000	52493000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
335	G3XA53	G3XA53		Omg	tr|G3XA53|G3XA53_MOUSE Oligodendrocyte-myelin glycoprotein OS=Mus musculus OX=10090 GN=Omg PE=1 SV=1	2	2	2	0	0	0	0	23748000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
336	G5E850;P56395;A0A494B9D8;E0CY88	G5E850;P56395	Cytochrome b5	Cyb5a	tr|G5E850|G5E850_MOUSE Cytochrome b-5, isoform CRA_a OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=1;sp|P56395|CYB5_MOUSE Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60208000	0	0	0	0	0	0	0	0	0			
337	G5E884;O88643	G5E884;O88643	Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase PAK 1	Pak1	tr|G5E884|G5E884_MOUSE Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Pak1 PE=1 SV=1;sp|O88643|PAK1_MOUSE Serine/threonine-protein kinase PAK 1 OS=Mus musculus OX=10090 GN=Pak1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26295000	0	0	0	+		
338	G5E899;P22777	G5E899;P22777	Plasminogen activator inhibitor 1	Serpine1	tr|G5E899|G5E899_MOUSE Plasminogen activator inhibitor 1 OS=Mus musculus OX=10090 GN=Serpine1 PE=1 SV=1;sp|P22777|PAI1_MOUSE Plasminogen activator inhibitor 1 OS=Mus musculus OX=10090 GN=Serpine1 PE=1 SV=1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25726000	0	0	0	0	0	0	0	0	0			
339	G5E8I2;Q8C0X2	G5E8I2;Q8C0X2	Sodium/hydrogen exchanger 9B1	Slc9b1	tr|G5E8I2|G5E8I2_MOUSE RIKEN cDNA 4933425K02, isoform CRA_a OS=Mus musculus OX=10090 GN=Slc9b1 PE=4 SV=1;sp|Q8C0X2|SL9B1_MOUSE Sodium/hydrogen exchanger 9B1 OS=Mus musculus OX=10090 GN=Slc9b1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	242870	0	0	0	0	0	0	0	0	0	0	0	+		
340	G5E8M5	G5E8M5		Erich4	tr|G5E8M5|G5E8M5_MOUSE Glutamate-rich protein 4 OS=Mus musculus OX=10090 GN=Erich4 PE=4 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
341	G5E8T6;Q9EQJ9	G5E8T6;Q9EQJ9	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3	Magi3	tr|G5E8T6|G5E8T6_MOUSE Membrane associated guanylate kinase, WW and PDZ domain containing 3, isoform CRA_a OS=Mus musculus OX=10090 GN=Magi3 PE=1 SV=1;sp|Q9EQJ9|MAGI3_MOUSE Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 OS=Mus	1	1	1	0	82778000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
342	Q3UR44;G5E8V5;Q9WUX5	Q3UR44;G5E8V5;Q9WUX5	Protein MRVI1	Mrvi1	tr|Q3UR44|Q3UR44_MOUSE Protein MRVI1 (Fragment) OS=Mus musculus OX=10090 GN=Mrvi1 PE=1 SV=1;tr|G5E8V5|G5E8V5_MOUSE MRV integration site 1, isoform CRA_b OS=Mus musculus OX=10090 GN=Mrvi1 PE=1 SV=1;sp|Q9WUX5|MRVI1_MOUSE Protein MRVI1 OS=Mus musculus OX=1009	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
343	H3BL26;H3BJJ0;Q99L96;O70401	H3BL26;H3BJJ0;Q99L96;O70401	Tetraspanin;Tetraspanin-6	Tspan6	tr|H3BL26|H3BL26_MOUSE Tetraspanin-6 (Fragment) OS=Mus musculus OX=10090 GN=Tspan6 PE=1 SV=8;tr|H3BJJ0|H3BJJ0_MOUSE Tetraspanin-6 (Fragment) OS=Mus musculus OX=10090 GN=Tspan6 PE=1 SV=8;tr|Q99L96|Q99L96_MOUSE Tetraspanin OS=Mus musculus OX=10090 GN=Tspan6	1	1	1	7896000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
344	H3BJQ7;P99029;A0A494BAZ4;G3UZJ4	H3BJQ7;P99029;A0A494BAZ4;G3UZJ4	Peroxiredoxin-5, mitochondrial	Prdx5	tr|H3BJQ7|H3BJQ7_MOUSE Peroxiredoxin OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=1;sp|P99029|PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2;tr|A0A494BAZ4|A0A494BAZ4_MOUSE Peroxiredoxin-5, mitochondrial (Fragment) OS=Mu	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4789500	0	0	0			
345	H7BWY6;Q00724;A0A494B9P3;A0A494B9T2	H7BWY6;Q00724	Retinol-binding protein 4	Rbp4	tr|H7BWY6|H7BWY6_MOUSE Retinol-binding protein 4 OS=Mus musculus OX=10090 GN=Rbp4 PE=1 SV=1;sp|Q00724|RET4_MOUSE Retinol-binding protein 4 OS=Mus musculus OX=10090 GN=Rbp4 PE=1 SV=2	7	7	7	147240000	23112000	0	72780000	40286000	0	0	58034000	46164000	52964000	0	0	186760000	0	0	76901000	0	0	45546000	0	0	0	0	0			
346	H7BWZ0;Q9CQS9	H7BWZ0;Q9CQS9	HAUS augmin-like complex subunit 2	Haus2	tr|H7BWZ0|H7BWZ0_MOUSE HAUS augmin-like complex subunit 2 OS=Mus musculus OX=10090 GN=Haus2 PE=1 SV=1;sp|Q9CQS9|HAUS2_MOUSE HAUS augmin-like complex subunit 2 OS=Mus musculus OX=10090 GN=Haus2 PE=2 SV=1	1	1	1	0	0	0	0	11508000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
347	Q3U983;J3QJV7;O35551	Q3U983;J3QJV7;O35551	Rab GTPase-binding effector protein 1	Rabep1	tr|Q3U983|Q3U983_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=1;tr|J3QJV7|J3QJV7_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=1;sp|O35551|RABE1_MOUSE Rab GTPase-binding eff	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25968000			
348	J3QMT0;J3QM80;Q9Z2X1	J3QMT0;J3QM80;Q9Z2X1	Heterogeneous nuclear ribonucleoprotein F;Heterogeneous nuclear ribonucleoprotein F, N-terminally processed	Hnrnpf	tr|J3QMT0|J3QMT0_MOUSE Heterogeneous nuclear ribonucleoprotein F (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpf PE=1 SV=8;tr|J3QM80|J3QM80_MOUSE Heterogeneous nuclear ribonucleoprotein F (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpf PE=1 SV=8;sp|Q9Z2X1|HNRP	1	1	1	0	0	0	4048500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
349	J3QN85;P16092	J3QN85;P16092	Fibroblast growth factor receptor;Fibroblast growth factor receptor 1	Fgfr1	tr|J3QN85|J3QN85_MOUSE Fibroblast growth factor receptor OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=1;sp|P16092|FGFR1_MOUSE Fibroblast growth factor receptor 1 OS=Mus musculus OX=10090 GN=Fgfr1 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1767900	0	0	0	0	0	0	0	0	0	0	0	+		
350	J3QP71;K3W4Q8;P18572	J3QP71;K3W4Q8;P18572	Basigin	Bsg	tr|J3QP71|J3QP71_MOUSE Basigin (Fragment) OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=1;tr|K3W4Q8|K3W4Q8_MOUSE Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=1;sp|P18572|BASI_MOUSE Basigin OS=Mus musculus OX=10090 GN=Bsg PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
351	L7N2E0	L7N2E0		Gm8024	tr|L7N2E0|L7N2E0_MOUSE Predicted gene 8024 OS=Mus musculus OX=10090 GN=Gm8024 PE=4 SV=1	1	1	1	0	0	0	1350100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
352	O08576	O08576	RUN domain-containing protein 3A	Rundc3a	sp|O08576|RUN3A_MOUSE RUN domain-containing protein 3A OS=Mus musculus OX=10090 GN=Rundc3a PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	20242000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
353	Q6GT24;O08709;D3Z0Y2;Q8BG37;A0A0A6YXQ7	Q6GT24;O08709;D3Z0Y2	Peroxiredoxin-6	Prdx6	tr|Q6GT24|Q6GT24_MOUSE Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=1;sp|O08709|PRDX6_MOUSE Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=3;tr|D3Z0Y2|D3Z0Y2_MOUSE Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=1	8	8	8	0	57723000	0	57221000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
354	O08749	O08749	Dihydrolipoyl dehydrogenase, mitochondrial	Dld	sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2	4	4	4	0	0	13852000	9110300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
355	O08795	O08795	Glucosidase 2 subunit beta	Prkcsh	sp|O08795|GLU2B_MOUSE Glucosidase 2 subunit beta OS=Mus musculus OX=10090 GN=Prkcsh PE=1 SV=1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13468000	0	0	0	0	0	0	0	0	0			
356	O09173;Q05BJ1	O09173;Q05BJ1	Homogentisate 1,2-dioxygenase	Hgd	sp|O09173|HGD_MOUSE Homogentisate 1,2-dioxygenase OS=Mus musculus OX=10090 GN=Hgd PE=1 SV=2;tr|Q05BJ1|Q05BJ1_MOUSE Hgd protein OS=Mus musculus OX=10090 GN=Hgd PE=1 SV=1	10	10	10	36798000	211470000	129330000	101430000	0	0	0	0	0	0	0	0	57725000	0	61796000	58546000	0	0	0	0	0	0	0	0			
357	O35215;G3UYJ7;G3UZN1	O35215;G3UYJ7	D-dopachrome decarboxylase	Ddt;Gm20441	sp|O35215|DOPD_MOUSE D-dopachrome decarboxylase OS=Mus musculus OX=10090 GN=Ddt PE=1 SV=3;tr|G3UYJ7|G3UYJ7_MOUSE Predicted gene 20441 (Fragment) OS=Mus musculus OX=10090 GN=Gm20441 PE=4 SV=1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	196210000	0	0	0	0	0	0	0	0	95300000	0			
358	O35345	O35345	Importin subunit alpha-7	Kpna6	sp|O35345|IMA7_MOUSE Importin subunit alpha-7 OS=Mus musculus OX=10090 GN=Kpna6 PE=1 SV=2	1	1	1	0	1643100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
359	O35459;F7B227	O35459;F7B227	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Ech1	sp|O35459|ECH1_MOUSE Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1;tr|F7B227|F7B227_MOUSE Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV	2	2	2	0	0	0	6507600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
360	O35490;Q91WS4	O35490	Betaine--homocysteine S-methyltransferase 1	Bhmt	sp|O35490|BHMT1_MOUSE Betaine--homocysteine S-methyltransferase 1 OS=Mus musculus OX=10090 GN=Bhmt PE=1 SV=1	11	11	11	37575000	181400000	115560000	247770000	35820000	53037000	26856000	0	56754000	24100000	0	0	66906000	0	111910000	423250000	52499000	117610000	50632000	151000000	149190000	0	0	53632000			
361	O35949	O35949	Elongation of very long chain fatty acids protein 3	Elovl3	sp|O35949|ELOV3_MOUSE Elongation of very long chain fatty acids protein 3 OS=Mus musculus OX=10090 GN=Elovl3 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4958800	0	0	0	0	0	0	0	0	+		
362	O35988	O35988	Syndecan-4	Sdc4	sp|O35988|SDC4_MOUSE Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13533000	0	0	0	0	0	0	0	0	0			
363	Q8BMT3;O54830	Q8BMT3;O54830	Prolactin-7A1	Prl7a1	tr|Q8BMT3|Q8BMT3_MOUSE Prolactin-7A1 OS=Mus musculus OX=10090 GN=Prl7a1 PE=2 SV=1;sp|O54830|PR7A1_MOUSE Prolactin-7A1 OS=Mus musculus OX=10090 GN=Prl7a1 PE=2 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
364	O55203	O55203	LIM domain-binding protein 2	Ldb2	sp|O55203|LDB2_MOUSE LIM domain-binding protein 2 OS=Mus musculus OX=10090 GN=Ldb2 PE=1 SV=2	1	1	1	0	0	0	0	27423000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
365	Q8VCU2;O70362	Q8VCU2;O70362	Phosphatidylinositol-glycan-specific phospholipase D	Gpld1	tr|Q8VCU2|Q8VCU2_MOUSE Glycosylphosphatidylinositol specific phospholipase D1 OS=Mus musculus OX=10090 GN=Gpld1 PE=1 SV=1;sp|O70362|PHLD_MOUSE Phosphatidylinositol-glycan-specific phospholipase D OS=Mus musculus OX=10090 GN=Gpld1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
366	O70570	O70570	Polymeric immunoglobulin receptor;Secretory component	Pigr	sp|O70570|PIGR_MOUSE Polymeric immunoglobulin receptor OS=Mus musculus OX=10090 GN=Pigr PE=1 SV=1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4853600	0	0	0	0	0	0	0	0	0			
367	O88569;A0A0N4SUM2	O88569	Heterogeneous nuclear ribonucleoproteins A2/B1	Hnrnpa2b1	sp|O88569|ROA2_MOUSE Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2	7	7	7	0	59674000	55223000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
368	O88668;K4DI63;J3QP41	O88668;K4DI63;J3QP41	Protein CREG1	Creg1	sp|O88668|CREG1_MOUSE Protein CREG1 OS=Mus musculus OX=10090 GN=Creg1 PE=1 SV=1;tr|K4DI63|K4DI63_MOUSE Cellular repressor of E1A-stimulated genes 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Creg1 PE=1 SV=1;tr|J3QP41|J3QP41_MOUSE Protein CREG1 OS=Mus muscu	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2463800	0	0	0	0	0			
369	O88783	O88783	Coagulation factor V;Coagulation factor V heavy chain;Coagulation factor V light chain	F5	sp|O88783|FA5_MOUSE Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1	1	1	1	0	0	0	4092200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
370	O88844;D3YVY3;A0A087WPT4;A0A087WRS9	O88844;D3YVY3;A0A087WPT4;A0A087WRS9	Isocitrate dehydrogenase [NADP] cytoplasmic	Idh1	sp|O88844|IDHC_MOUSE Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2;tr|D3YVY3|D3YVY3_MOUSE Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=1;tr|A0A087WPT4|A0A087WPT4_MO	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346700	0	0	0	0	0	0	0	0			
371	Q3U3V1;O88947	Q3U3V1;O88947	Coagulation factor X;Factor X light chain;Factor X heavy chain;Activated factor Xa heavy chain	F10	tr|Q3U3V1|Q3U3V1_MOUSE Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1;sp|O88947|FA10_MOUSE Coagulation factor X OS=Mus musculus OX=10090 GN=F10 PE=1 SV=1	1	1	1	0	0	0	4114400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
372	O89001	O89001	Carboxypeptidase D	Cpd	sp|O89001|CBPD_MOUSE Carboxypeptidase D OS=Mus musculus OX=10090 GN=Cpd PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2728100	0	0	0	0	0	0	0	0	+		
373	O89017	O89017	Legumain	Lgmn	sp|O89017|LGMN_MOUSE Legumain OS=Mus musculus OX=10090 GN=Lgmn PE=1 SV=1	4	4	4	33371000	0	0	26275000	0	0	0	0	0	0	0	0	31541000	0	0	25703000	0	0	0	0	0	0	0	0			
374	O89020	O89020	Afamin	Afm	sp|O89020|AFAM_MOUSE Afamin OS=Mus musculus OX=10090 GN=Afm PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	984590	0	0	0	0	0	0	0	0	0	0	0			
375	P00329	P00329	Alcohol dehydrogenase 1	Adh1	sp|P00329|ADH1_MOUSE Alcohol dehydrogenase 1 OS=Mus musculus OX=10090 GN=Adh1 PE=1 SV=2	6	6	6	0	46659000	0	35771000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
376	P00493	P00493	Hypoxanthine-guanine phosphoribosyltransferase	Hprt1	sp|P00493|HPRT_MOUSE Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Hprt1 PE=1 SV=3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
377	P01027;CON__Q2UVX4;H3BKW9;H3BL60	P01027	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	sp|P01027|CO3_MOUSE Complement C3 OS=Mus musculus OX=10090 GN=C3 PE=1 SV=3	43	43	43	287990000	295210000	276130000	346690000	0	0	0	0	48211000	28396000	0	0	117160000	244950000	1212100000	463120000	42641000	34388000	18737000	0	0	45485000	47267000	30242000			
378	P01029;CON__ENSEMBL:ENSBTAP00000007350;CON__P01030	P01029	Complement C4-B;Complement C4 beta chain;Complement C4 alpha chain;C4a anaphylatoxin;Complement C4 gamma chain	C4b	sp|P01029|CO4B_MOUSE Complement C4-B OS=Mus musculus OX=10090 GN=C4b PE=1 SV=3	8	8	8	0	10434000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
379	P01887	P01887	Beta-2-microglobulin	B2m	sp|P01887|B2MG_MOUSE Beta-2-microglobulin OS=Mus musculus OX=10090 GN=B2m PE=1 SV=2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51960000	0	0	0	0	0	0	0	0	0			
380	P01897;A7VMS6;E9Q0G4;G3UXE9	P01897	H-2 class I histocompatibility antigen, L-D alpha chain	H2-L	sp|P01897|HA1L_MOUSE H-2 class I histocompatibility antigen, L-D alpha chain OS=Mus musculus OX=10090 GN=H2-L PE=1 SV=2	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	20850000	0	0	0	0	0	0	0	0	0	0	0			
