Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Mutated peptide count	Mutation names	Mutated peptide count C-C_1	Mutation names C-C_1	Mutated peptide count C-C_2	Mutation names C-C_2	Mutated peptide count C-C_3	Mutation names C-C_3	Mutated peptide count C-C_4	Mutation names C-C_4	Mutated peptide count C-M_1	Mutation names C-M_1	Mutated peptide count C-M_2	Mutation names C-M_2	Mutated peptide count C-M_3	Mutation names C-M_3	Mutated peptide count C-M_4	Mutation names C-M_4	Mutated peptide count C-S_1	Mutation names C-S_1	Mutated peptide count C-S_2	Mutation names C-S_2	Mutated peptide count C-S_3	Mutation names C-S_3	Mutated peptide count C-S_4	Mutation names C-S_4	Mutated peptide count WD-C_1	Mutation names WD-C_1	Mutated peptide count WD-C_2	Mutation names WD-C_2	Mutated peptide count WD-C_3	Mutation names WD-C_3	Mutated peptide count WD-C_4	Mutation names WD-C_4	Mutated peptide count WD-M_1	Mutation names WD-M_1	Mutated peptide count WD-M_2	Mutation names WD-M_2	Mutated peptide count WD-M_3	Mutation names WD-M_3	Mutated peptide count WD-M_4	Mutation names WD-M_4	Mutated peptide count WD-S_1	Mutation names WD-S_1	Mutated peptide count WD-S_2	Mutation names WD-S_2	Mutated peptide count WD-S_3	Mutation names WD-S_3	Mutated peptide count WD-S_4	Mutation names WD-S_4	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides C-C_1	Peptides C-C_2	Peptides C-C_3	Peptides C-C_4	Peptides C-M_1	Peptides C-M_2	Peptides C-M_3	Peptides C-M_4	Peptides C-S_1	Peptides C-S_2	Peptides C-S_3	Peptides C-S_4	Peptides WD-C_1	Peptides WD-C_2	Peptides WD-C_3	Peptides WD-C_4	Peptides WD-M_1	Peptides WD-M_2	Peptides WD-M_3	Peptides WD-M_4	Peptides WD-S_1	Peptides WD-S_2	Peptides WD-S_3	Peptides WD-S_4	Razor + unique peptides C-C_1	Razor + unique peptides C-C_2	Razor + unique peptides C-C_3	Razor + unique peptides C-C_4	Razor + unique peptides C-M_1	Razor + unique peptides C-M_2	Razor + unique peptides C-M_3	Razor + unique peptides C-M_4	Razor + unique peptides C-S_1	Razor + unique peptides C-S_2	Razor + unique peptides C-S_3	Razor + unique peptides C-S_4	Razor + unique peptides WD-C_1	Razor + unique peptides WD-C_2	Razor + unique peptides WD-C_3	Razor + unique peptides WD-C_4	Razor + unique peptides WD-M_1	Razor + unique peptides WD-M_2	Razor + unique peptides WD-M_3	Razor + unique peptides WD-M_4	Razor + unique peptides WD-S_1	Razor + unique peptides WD-S_2	Razor + unique peptides WD-S_3	Razor + unique peptides WD-S_4	Unique peptides C-C_1	Unique peptides C-C_2	Unique peptides C-C_3	Unique peptides C-C_4	Unique peptides C-M_1	Unique peptides C-M_2	Unique peptides C-M_3	Unique peptides C-M_4	Unique peptides C-S_1	Unique peptides C-S_2	Unique peptides C-S_3	Unique peptides C-S_4	Unique peptides WD-C_1	Unique peptides WD-C_2	Unique peptides WD-C_3	Unique peptides WD-C_4	Unique peptides WD-M_1	Unique peptides WD-M_2	Unique peptides WD-M_3	Unique peptides WD-M_4	Unique peptides WD-S_1	Unique peptides WD-S_2	Unique peptides WD-S_3	Unique peptides WD-S_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage C-C_1 [%]	Sequence coverage C-C_2 [%]	Sequence coverage C-C_3 [%]	Sequence coverage C-C_4 [%]	Sequence coverage C-M_1 [%]	Sequence coverage C-M_2 [%]	Sequence coverage C-M_3 [%]	Sequence coverage C-M_4 [%]	Sequence coverage C-S_1 [%]	Sequence coverage C-S_2 [%]	Sequence coverage C-S_3 [%]	Sequence coverage C-S_4 [%]	Sequence coverage WD-C_1 [%]	Sequence coverage WD-C_2 [%]	Sequence coverage WD-C_3 [%]	Sequence coverage WD-C_4 [%]	Sequence coverage WD-M_1 [%]	Sequence coverage WD-M_2 [%]	Sequence coverage WD-M_3 [%]	Sequence coverage WD-M_4 [%]	Sequence coverage WD-S_1 [%]	Sequence coverage WD-S_2 [%]	Sequence coverage WD-S_3 [%]	Sequence coverage WD-S_4 [%]	Intensity	Intensity C-C_1	Intensity C-C_2	Intensity C-C_3	Intensity C-C_4	Intensity C-M_1	Intensity C-M_2	Intensity C-M_3	Intensity C-M_4	Intensity C-S_1	Intensity C-S_2	Intensity C-S_3	Intensity C-S_4	Intensity WD-C_1	Intensity WD-C_2	Intensity WD-C_3	Intensity WD-C_4	Intensity WD-M_1	Intensity WD-M_2	Intensity WD-M_3	Intensity WD-M_4	Intensity WD-S_1	Intensity WD-S_2	Intensity WD-S_3	Intensity WD-S_4	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	MS/MS count C-C_1	MS/MS count C-C_2	MS/MS count C-C_3	MS/MS count C-C_4	MS/MS count C-M_1	MS/MS count C-M_2	MS/MS count C-M_3	MS/MS count C-M_4	MS/MS count C-S_1	MS/MS count C-S_2	MS/MS count C-S_3	MS/MS count C-S_4	MS/MS count WD-C_1	MS/MS count WD-C_2	MS/MS count WD-C_3	MS/MS count WD-C_4	MS/MS count WD-M_1	MS/MS count WD-M_2	MS/MS count WD-M_3	MS/MS count WD-M_4	MS/MS count WD-S_1	MS/MS count WD-S_2	MS/MS count WD-S_3	MS/MS count WD-S_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8K0L0	Q8K0L0	1	1	1	Ankyrin repeat and SOCS box protein 2	Asb2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K0L0|ASB2_MOUSE Ankyrin repeat and SOCS box protein 2 OS=Mus musculus OX=10090 GN=Asb2 PE=1 SV=1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	1.3	1.3	70.22	634	634	1	1	1	-2	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26400000	0	0	0	0	26400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14768000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			631	1625	True	1654	17920	24542	24542	429	1
Q8K0S2	Q8K0S2	1	1	1	Glutamate-rich protein 5	Erich5	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K0S2|ERIC5_MOUSE Glutamate-rich protein 5 OS=Mus musculus OX=10090 GN=Erich5 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5.8	5.8	5.8	38.527	362	362	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	41853000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41853000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18815000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			632	656	True	675	6283	9034	9034	430	254
Q8K157	Q8K157	3	3	3	Aldose 1-epimerase	Galm	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K157|GALM_MOUSE Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1	1	3	3	3	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	13.5	13.5	13.5	37.798	342	342	1	14	0	323.31	0	9.1	9.1	5	0	0	0	0	0	0	0	0	5	0	8.5	0	0	0	0	0	0	0	0	0	104780000	0	54174000	37181000	0	0	0	0	0	0	0	0	0	4401100	0	9019500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5833900	0	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	17				633	196;2438;2623	True;True;True	201;2490;2683	1123;1124;1125;1126;1127;1128;1129;1130;24779;24780;26083;26084;26085;26086	1553;1554;1555;1556;1557;1558;1559;1560;1561;1562;33533;33534;35386;35387;35388;35389;35390;35391	1562;33534;35389		
Q8K389	Q8K389	1	1	1	CDK5 regulatory subunit-associated protein 2	Cdk5rap2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K389|CK5P2_MOUSE CDK5 regulatory subunit-associated protein 2 OS=Mus musculus OX=10090 GN=Cdk5rap2 PE=1 SV=3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.3	1.3	1.3	205.94	1822	1822	1	1	0.008489	5.4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	9000400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9000400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3986500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				634	941	True	963	8582	12354	12354		
Q8K3P0	Q8K3P0	1	1	1	Short-chain dehydrogenase/reductase family 9C member 7	Sdr9c7	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K3P0|DR9C7_MOUSE Short-chain dehydrogenase/reductase family 9C member 7 OS=Mus musculus OX=10090 GN=Sdr9c7 PE=2 SV=1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7	6.7	6.7	35.148	313	313	1	1	0.0099668	5.4524	6.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				635	1599	True	1628	17886	24508	24508	431;432	1;10
Q8K440	Q8K440	1	1	1	ATP-binding cassette sub-family A member 8-B	Abca8b	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8K440|ABC8B_MOUSE ATP-binding cassette sub-family A member 8-B OS=Mus musculus OX=10090 GN=Abca8b PE=1 SV=2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.7	0.7	183.04	1620	1620	1	2	0.010135	5.4633	0	0	0	0	0	0	0.7	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	18894000	0	0	0	0	0	0	6601200	0	0	0	12293000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26185000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2				636	2060	True	2104	21253;21254	28802;28803	28803	433;434;435;436	250;254;255;257
Q8QZR3;F6Z9B9;Q8BK48	Q8QZR3	4;1;1	4;1;1	4;1;1	Pyrethroid hydrolase Ces2a	Ces2a	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8QZR3|EST2A_MOUSE Pyrethroid hydrolase Ces2a OS=Mus musculus OX=10090 GN=Ces2a PE=1 SV=1	3	4	4	4	2	2	2	2	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	2	2	2	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	2	2	2	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	7	7	7	61.94	558	558;558;559	1	30	0	158.03	4.7	4.7	4.3	4.7	2.3	2.3	0	0	2.3	2.3	0	0	2.3	0	0	2.3	0	2.3	0	2.3	0	0	0	0	318410000	38629000	71473000	41280000	100980000	13059000	19704000	0	0	0	0	0	0	11920000	0	0	0	0	0	0	21364000	0	0	0	0	40107000	0	0	26025000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	7	2	2	0	0	5	2	0	0	3	0	0	3	0	1	0	3	0	0	0	0	44				637	976;1668;1921;2175	True;True;True;True	998;1700;1962;2220	9118;9119;9120;9121;9122;9123;9124;9125;9126;9127;9128;9129;9130;9131;9132;9133;9134;9135;9136;9137;9138;9139;9140;9141;9142;18021;19241;22320;22321;22322	13108;13109;13110;13111;13112;13113;13114;13115;13116;13117;13118;13119;13120;13121;13122;13123;13124;13125;13126;13127;13128;13129;13130;13131;13132;13133;13134;13135;13136;13137;13138;13139;13140;13141;13142;13143;13144;13145;13146;13147;13148;24661;26309;30379;30380;30381;30382	13145;24661;26309;30382	437	308
Q8QZR5;A0A2R8VHV7;A0A2R8VHW0;A0A2R8VI31	Q8QZR5;A0A2R8VHV7;A0A2R8VHW0	5;3;3;1	5;3;3;1	5;3;3;1	Alanine aminotransferase 1	Gpt	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8QZR5|ALAT1_MOUSE Alanine aminotransferase 1 OS=Mus musculus OX=10090 GN=Gpt PE=1 SV=3;tr|A0A2R8VHV7|A0A2R8VHV7_MOUSE Alanine aminotransferase 1 (Fragment) OS=Mus musculus OX=10090 GN=Gpt PE=1 SV=1;tr|A0A2R8VHW0|A0A2R8VHW0_MOUSE Alanine aminotransferas	4	5	5	5	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	11.7	11.7	11.7	55.142	496	496;233;363;256	1	18	0	46.523	0	9.9	6	9.9	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	200210000	0	35517000	74502000	66263000	0	0	0	0	0	0	0	0	0	0	0	23929000	0	0	0	0	0	0	0	0	0	19017000	28578000	15854000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21				638	115;240;558;1549;2556	True;True;True;True;True	117;246;577;1578;2614	798;799;1448;1449;1450;1451;5639;5640;15428;15429;15430;15431;25598;25599;25600;25601;25602;25603	1124;1125;1126;2024;2025;2026;2027;8131;8132;21498;21499;21500;21501;34723;34724;34725;34726;34727;34728;34729;34730	1124;2026;8131;21501;34729		
Q8QZT1	Q8QZT1	7	7	7	Acetyl-CoA acetyltransferase, mitochondrial	Acat1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8QZT1|THIL_MOUSE Acetyl-CoA acetyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Acat1 PE=1 SV=1	1	7	7	7	1	3	2	2	0	0	0	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0	3	0	1	3	2	2	0	0	0	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0	3	0	1	3	2	2	0	0	0	0	0	0	0	0	1	5	1	1	0	0	0	0	0	0	3	0	23.8	23.8	23.8	44.816	424	424	1	22	0	323.31	3.1	10.4	5.9	5.9	0	0	0	0	0	0	0	0	3.1	18.6	3.1	2.1	0	0	0	0	0	0	9.9	0	344540000	0	34237000	29729000	37269000	0	0	0	0	0	0	0	0	0	82201000	2271500	15796000	0	0	0	0	0	0	143040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220610000	0	0	0	0	0	0	0	0	81885000	0	1	2	2	1	0	0	0	0	0	0	0	0	1	12	1	1	0	0	0	0	0	0	6	0	27				639	374;742;769;1436;1907;1927;2404	True;True;True;True;True;True;True	387;762;789;1465;1948;1968;2456	4202;6805;7185;7186;14615;14616;14617;14618;14619;19168;19169;19351;19352;19353;19354;19355;19356;19357;24647;24648;24649;24650	6183;9795;10384;10385;10386;20282;20283;20284;20285;20286;20287;26207;26208;26209;26210;26495;26496;26497;26498;26499;26500;26501;33321;33322;33323;33324;33325;33326;33327;33328;33329	6183;9795;10385;20285;26210;26501;33322		
Q8R0F8	Q8R0F8	1	1	1	Acylpyruvase FAHD1, mitochondrial	Fahd1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R0F8|FAHD1_MOUSE Acylpyruvase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=2	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	7	25.172	227	227	1	1	0	23.698	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				640	1178	True	1204	10669	15290	15290		
Q8R0F9	Q8R0F9	1	1	1	SEC14-like protein 4	Sec14l4	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R0F9|S14L4_MOUSE SEC14-like protein 4 OS=Mus musculus OX=10090 GN=Sec14l4 PE=1 SV=1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	2.5	46.053	403	403	1	1	0.010118	5.4632	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29101000	0	0	0	0	0	29101000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10462000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				641	1515	True	1544	15218	21190	21190		
Q8R0Y6;A0A0N4SW56;A0A0N4SVT2	Q8R0Y6	12;4;1	12;4;1	12;4;1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	Aldh1l1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R0Y6|AL1L1_MOUSE Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Mus musculus OX=10090 GN=Aldh1l1 PE=1 SV=1	3	12	12	12	0	8	7	8	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	7	8	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	7	8	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	18.6	18.6	18.6	98.708	902	902;359;135	1	40	0	323.31	0	12.1	10.6	12.3	0	0	1	0	0	0	0	0	0	0	0	7.3	0	0	0	0	0	0	0	0	499280000	0	125350000	52492000	182210000	0	0	2149700	0	0	0	0	0	0	0	0	137080000	0	0	0	0	0	0	0	0	0	56716000	0	55522000	0	0	0	0	0	0	0	0	0	0	0	80006000	0	0	0	0	0	0	0	0	0	10	10	11	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	41				642	156;427;545;580;756;991;1036;1214;1441;1507;2075;2227	True;True;True;True;True;True;True;True;True;True;True;True	160;442;564;599;776;1015;1060;1240;1470;1536;2119;2273	889;4544;4545;4546;4547;4548;5570;5718;5719;5720;5721;5722;7119;7120;7121;7122;9263;9264;9265;9266;9485;10826;14629;14630;14631;15164;15165;15166;21461;21462;21463;23627;23628;23629;23630;23631;23632;23633;23634;23635	1230;6620;6621;6622;6623;6624;6625;8049;8238;8239;8240;8241;8242;10301;10302;10303;10304;13338;13339;13340;13341;13342;13639;15487;20297;20298;20299;20300;21109;21110;21111;29126;29127;29128;31892;31893;31894;31895;31896;31897;31898;31899;31900;31901	1230;6623;8049;8238;10301;13340;13639;15487;20298;21111;29127;31896		
Q8R121	Q8R121	1	1	1	Protein Z-dependent protease inhibitor	Serpina10	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R121|ZPI_MOUSE Protein Z-dependent protease inhibitor OS=Mus musculus OX=10090 GN=Serpina10 PE=1 SV=1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2.7	2.7	2.7	51.797	448	448	1	4	0	151.24	0	2.7	2.7	2.7	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	42393000	0	16002000	0	20599000	0	0	0	0	0	0	0	0	0	0	5791100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11028000	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6				643	2574	True	2632	25723;25724;25725;25726	34895;34896;34897;34898;34899;34900	34899		
Q8R1B4	Q8R1B4	1	1	1	Eukaryotic translation initiation factor 3 subunit C	Eif3c	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R1B4|EIF3C_MOUSE Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus OX=10090 GN=Eif3c PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.4	1.4	1.4	105.53	911	911	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	5576600	0	0	0	0	0	0	0	0	0	0	0	0	0	5576600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16728000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			644	2395	True	2447	24619	33286	33286	438	776
Q8R1F5;E9QLT0	Q8R1F5;E9QLT0	2;1	2;1	2;1	Putative hydroxypyruvate isomerase;Hydroxypyruvate isomerase	Hyi	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		sp|Q8R1F5|HYI_MOUSE Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=2;tr|E9QLT0|E9QLT0_MOUSE Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	8.3	8.3	8.3	30.448	277	277;267	1	4	0.0028571	13.102	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	4	0	0	0	0	0	0	0	0	0	14419000	0	0	0	0	0	0	0	0	0	0	0	0	0	11767000	2652400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5050800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4				645	585;1226	True;True	604;1252	5740;5741;10878;10879	8260;8261;15548;15549	8261;15549		
